12800    0.40000
 0.78125000E-04  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.15625000E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.23437500E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.31250000E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.39062500E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.46875000E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.54687500E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.62500000E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.70312500E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.78125000E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.85937500E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.93750000E-03  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.10156250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.10937500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.11718750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.12500000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.13281250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.14062500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.14843750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.15625000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.16406250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.17187500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.17968750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.18750000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.19531250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.20312500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.21093750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.21875000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.22656250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.23437500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.24218750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.25000000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.25781250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.26562500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.27343750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.28125000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.28906250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.29687500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.30468750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.31250000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.32031250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.32812500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.33593750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.34375000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.35156250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.35937500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.36718750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.37500000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.38281250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.39062500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.39843750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.40625000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.41406250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.42187500E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.42968750E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.43750000E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
 0.44531250E-02  0.10000000E+04  0.10000000E+01  0.00000000E+00  0.15000000E+04
